Security Code,Security Id,Security Name,Status,Group
500540,PREMIER,Premier Ltd,Active,T 
500547,BPCL,Bharat Petroleum Corporation Ltd,Active,A 
500550,SIEMENS,Siemens Ltd,Active,A 
500560,PEICO,Philips India Ltd,Delisted,B 
500570,TMPV,Tata Motors Passenger Vehicles Ltd,Active,A 
500575,VOLTAS,Voltas Ltd,Active,A 
500620,GESHIP,Great Eastern Shipping Company Ltd,Active,A 
500627,ESSARSTEEL,Essar Steel Ltd,Delisted,B 
500630,ESSARPORTS,Essar Ports Ltd,Delisted,B 
500645,DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corporation Ltd,Active,A 
500647,SMIPHDM,Smithkline Beecham Pharmaceuticals (India) Ltd,Delisted,B 
500650,EXCELINDUS,Excel Industries Ltd,Active,B 
500655,GRWRHITECH,Garware Hi-Tech Films Ltd,Active,A 
500660,GLAXO,GlaxoSmithKline Pharmaceuticals Ltd,Active,A 
500670,GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Ltd,Active,A 
500672,NOVARTIND,Novartis India Ltd,Active,B 
500674,SANOFI,Sanofi India Ltd,Active,A 
500676,GSKCONS,GlaxoSmithkline Consumer Healthcare Ltd,Delisted,B 
500677,PARKD,Parke-Davis (India) Ltd,Delisted,B 
500680,PFIZER,Pfizer Ltd,Active,A 
500690,GSFC,Gujarat State Fertilizers & Chemicals Ltd,Active,A 
500696,HINDUNILVR,Hindustan Unilever Ltd,Active,A 
500710,AKZOINDIA,Akzo Nobel India Ltd,Active,A 
500720,FUTURAPOLY,Futura Polyesters Ltd,Suspended,XT
500723,IGLCRDM,Indo Gulf Corporation Ltd,Delisted,B 
500730,NOCIL,NOCIL Ltd,Active,B 
500750,RCKBEDM,Reckitt Benckiser (India) Ltd,Delisted,B 
500758,SPIC,Southern Petrochemical Industrial Corporation Ltd,Delisted,T 
500770,TATACHEM,Tata Chemicals Ltd,Active,A 
500777,TNPETRO,Tamilnadu Petroproducts Ltd,Active,B 
500780,ZUARIIND,Zuari Industries Ltd,Active,B 
500790,NESTLEIND,Nestle India Ltd,Active,A 
500793,CADBRDM,Cadbury India Ltd,Delisted,B 
500800,TATACONSUM,Tata Consumer Products Ltd,Active,A 
500820,ASIANPAINT,Asian Paints Ltd,Active,A 
500825,BRITANNIA,Britannia Industries Ltd,Active,A 
500830,COLPAL,Colgate Palmolive (India) Ltd,Active,A 
500840,EIHOTEL,EIH Ltd,Active,A 
500850,INDHOTEL,Indian Hotels Company Ltd,Active,A 
500870,CASTROLIND,Castrol India Ltd,Active,A 
500873,KOCHIREF,Kochi Refineries Ltd,Delisted,B 
500875,ITC,ITC Ltd,Active,A 
500877,APOLLOTYRE,Apollo Tyres Ltd,Active,A 
500878,CEATLTD,Ceat Ltd,Active,A 
500888,JAIPRAKASH,Jaiprakash Industries Ltd,Delisted,B 
500890,MODIRUBBER,Modi Rubber Ltd,Active,B 
500900,STERLITEIND,Sterlite Industries (India) Ltd,Delisted,A 
500940,FINPIPE,Finolex Industries Ltd,Active,A 
500945,VALUEIND,Value Industries Ltd,Suspended,Z 
500947,VIDEOCONINT,Videocon International Ltd,Delisted,B 
500950,WIMCO,Wimco Ltd,Delisted,T 
500960,SBIMG90-B,SBIMG90-B,Delisted,Z 
500999,MSTRSDM,Mastershare,Delisted,B 
501061,SBBJ,State Bank of Bikaner and Jaipur,Delisted,B 
501110,SUNRINV,Sunrise Industrial Traders Ltd,Active,XT
501111,ZGOLDINV,Gold Rock Investments Ltd,Active,XT
501115,ZMIPCOIN,Mipco Investments Ltd,Delisted,Z 
501125,ZOCEAINV,Oceanic Investments Ltd,Delisted,Z 
501144,PEOPLIN,Peoples Investments Ltd,Active,XT
501146,ZBHAVIIN,Bhavi Investments Ltd,Delisted,P 
501148,DSINVEST,Dalal Street Investments Ltd,Active,XT
501150,CENTRUM,Centrum Capital Ltd,Active,B 
501151,KARTKIN,Kartik Investments Trust Ltd,Active,XT
501154,ROSEI,Rose Investments Ltd,Delisted,P 
501156,ESSRINV,Essar Investments Ltd,Suspended,Y 
501178,ZSURYODI,Suryodaya Investment & Trading Company Ltd,Delisted,ZP
501179,OSCAR,Oscar Investments Ltd,Delisted,Z 
501209,MAESTROM,Maestros Mediline Systems Ltd-$,Delisted,XT
501233,BIDL,Bhagyodaya Infrastructure Development Ltd,Delisted,P 
501242,TCIFINANCE,TCI Finance Ltd,Active,T 
501254,SAGARIN,Sagar Investments Ltd,Delisted,Z 
501261,LORDSMARK,Lords Mark Industries Ltd,Suspended,XT
501267,SHRERAN,Shree Rani Sati Investment & Finance Ltd,Delisted,P 
501270,ANTARIKSH,Antariksh Industries Ltd,Active,XT
501295,IITL,Industrial Investment Trust Ltd,Active,B 
501298,INDPRUD,Industrial & Prudential Investment Company Ltd,Active,B 
501301,TATAINVEST,Tata Investment Corporation Ltd,Active,A 
501311,JAYBHCR,Jayabharat Credit Ltd-$,Active,X 
501314,PRISMX,Prismx Global Ventures Ltd,Active,X 
501316,KILLICK,Killick Nixon Ltd-$,Delisted,XD
501318,KIRTIIN,Kirti Investments Ltd,Delisted,Z 
501328,HNDTRAN,Hindustan Transmission Prod Ltd,Delisted,P 
501343,MOTOGENFIN,Motor & General Finance Ltd,Active,B 
501351,RAPIDIN,Rapid Investments Ltd,Active,X 
501355,ORINTIN,Oriental Industrial Investment Corporation Ltd,Delisted,P 
501368,GUJORGA,Gujarat Organics Ltd,Delisted,T 
501370,WALCHPF,Walchand Peoplefirst Ltd,Active,X 
501371,ZURVICHM,Urvi Chemicals & Allied Industries Ltd,Delisted,Z 
501379,SHAWWALLACE,Shaw Wallace & Company Ltd,Delisted,B 
501386,EENTER,Swastik Safe Deposit & Investments Ltd,Active,XT
501391,WHBRADY,WH Brady & Company Ltd,Active,X 
501413,AKASAGC,Akash Agencies Ltd,Delisted,P 
501415,ALERPTR,Alert Petrogas Ltd,Delisted,P 
501421,TECHNVISN,TechNVision Ventures Ltd,Active,XT
501423,SHAILY,Shaily Engineering Plastics Ltd,Active,A 
501425,BBTC,The Bombay Burmah Trading Corporation Ltd,Active,A 
501430,BOMBCYC,Bombay Cycle & Motor Agency Ltd,Active,X 
501455,GREAVESCOT,Greaves Cotton Ltd,Active,A 
501458,MAFATDY,Mafatlal Dyes & Chemicals Ltd-$,Delisted,X 
501469,BOSTON,Boston Education & Software Tech. Ltd,Delisted,X 
501471,MACK,Mack Trading Company Ltd,Delisted,XT
501473,MALTC,Malabar Trading Company Ltd,Delisted,XT
501477,MULLER,Muller & Phipps India Ltd,Active,X 
501479,SFTL,Springform Technology Ltd,Active,P 
501482,PARDI,Parekh Distributors Ltd,Delisted,XT
501500,UNITMOT,United Motors India Ltd,Delisted,Z 
501578,SHDHOOT,Shree Dhoot Trading & Agency Ltd,Delisted,Z 
501622,AMALGAM,Amalgamated Electricity Company Ltd,Active,X 
501630,ANANDPROJ,Anand Projects Ltd,Active,XT
501636,ZANDHVRT,ZANDHVRT,Delisted,Z 
501700,INDIANVSH,IndiaNivesh Ltd,Active,XT
501736,TPSEC,Torrent Power SEC Ltd,Delisted,B 
501756,THAES,Thana Electric Supply Company Ltd,Delisted,Z 
501815,BHARLIN,Bharat Line Ltd,Delisted,P 
501827,CENTPROV,Central Provinces Railways Company Ltd,Suspended,Z 
501831,COASTCORP,Coastal Corporation Ltd,Active,T 
501833,CHOWGULSTM,Chowgule Steamships Ltd,Active,X 
501848,GLOBOFFS,Global Offshore Services Ltd-$,Active,X 
501874,MACKINN,Mackinnon Mackenzie & Company Ltd,Suspended,Y 
501887,SCINDIA,Scindia Steam Navigation Company Ltd,Suspended,Y 
501945,DHENUBUILD,Dhenu Buildcon Infra Ltd,Active,Z 
502015,ASIIL,ASI Industries Ltd,Active,X 
502038,MEWARMR,Mewar Marbles Ltd ,Delisted,Z 
502070,PANCHCE,Panchmahal Cement Company Ltd,Delisted,P 
502076,DHARCEM,Dhar Cements Ltd,Delisted,Z 
502088,JANPRIY,Janpriya Cement Ltd,Delisted,Z 
502090,SAGCEM,Sagar Cements Ltd-$,Active,B 
502125,BAGALKOT,Bagalkot Udyog Ltd,Delisted,Y 
502133,HEMACEM,Hemadri Cements Ltd,Suspended,X 
502137,DECCANCE,Deccan Cements Ltd-$,Active,B 
502150,KLYNCEM,Kalyanpur Cements Ltd,Delisted,P 
502157,MANGLMCEM,Mangalam Cement Ltd,Active,B 
502162,NARMC,Narmada Cement Company Ltd,Delisted,B 
502165,OCL,OCL India Ltd,Delisted,B 
502168,NCLIND,NCL Industries Ltd-$,Active,B 
502175,SAURASHCEM,Saurashtra Cement Ltd,Active,B 
502180,SHREDIGCEM,Shree Digvijay Cement Company Ltd-$,Active,B 
502187,ZSOMESCE,Someshwara Cements & Chemicals Ltd,Delisted,P 
502216,BOMBPOT,Bombay Potteries & Tiles Ltd,Suspended,ZP
502219,BORORENEW,Borosil Renewables Ltd,Active,A 
502223,XCLGLASS,Excel Glasses Ltd,Suspended,Z 
502241,IAG,IAG Company Ltd,Delisted,XT
502250,LERTHAI,Lerthai Finance Ltd,Active,XT
502255,NEYCERI,Neycer India Ltd,Suspended,XT
502260,ORSIND,Orissa Industries Ltd,Delisted,P 
502271,RASSIREF,Raasi Refractories Ltd-$,Active,XT
502273,SHVALGL,Shree Vallabh Glass Works Ltd,Delisted,Z 
502281,TRIVENIGQ,Triveni Glass Ltd-$,Active,X 
502294,NILACHAL,Nilachal Refractories Ltd,Active,X 
502296,LAXMPOPDM,Lakshmi Porcelains Ltd,Delisted,Z 
502330,ANDHRAPAP,Andhra Paper Ltd,Active,B 
502335,JOLLNEW,Jolly Board Ltd,Delisted,B 
502352,AURANPAP,Aurangabad Paper Mills Ltd,Delisted,Z 
502355,BALKRISIND,Balkrishna Industries Ltd-$,Active,A 
502369,COAPADM,Coastal Papers Ltd,Delisted,Z 
502374,ELLOPAP,Ellora Paper Mills Ltd,Suspended,XT
502390,JYNTPPR-B,Jayant Paper Mills Ltd,Delisted,P 
502405,MYSPAPE,Mysore Paper Mills Ltd,Suspended,Z 
502407,NATHPULP,Nath Pulp & Paper Mills Ltd,Delisted,X 
502420,ORIENTPPR,Orient Paper & Industries Ltd,Active,B 
502445,CITADEL,Citadel Realty and Developers Ltd,Active,X 
502448,ROLLT,Rollatainers Ltd,Active,T 
502450,SESHAPAPER,Seshasayee Paper and Boards Ltd,Active,B 
502452,SHRVINDPPR,Shree Vindhya Paper Mills Ltd,Delisted,B 
502455,SIRPAPER,Sirpur Paper Mills Ltd,Delisted,Z 
502460,SOLIDCO,Solid Containers Ltd,Delisted,XT
502465,SPECIAPP,Speciality Papers Ltd,Delisted,Z 
502473,CRYSDALE,Crysdale Industries Ltd,Suspended,Z 
502512,DHAMSUGR,Dhampur Sugar Kashipur Ltd,Suspended,XT
502520,VIDHAPA,Vidarbha Paper Mills Ltd,Delisted,Z 
502550,SHIVAPPR,Shiva Paper Mills Ltd,Delisted,Z 
502563,SHBHAWPA,Shree Bhawani Paper Mills Ltd,Delisted,Z 
502577,PAMWPAP,Pamwi Tissues Ltd ,Delisted,P 
502587,NATHIND,Nath Industries Ltd,Active,X 
502589,VAPIENTER,Vapi Enterprise Ltd,Active,X 
502595,KITPLY,Kitply Industries Ltd,Delisted,B 
502700,ARUNODAY,Arunoday Mills Ltd,Delisted,X 
502722,BANSTEX,Banswara Textile Mills Ltd,Delisted,Z 
502728,BELWSPG,Belwal Spinning Mills Ltd,Delisted,Z 
502742,SINTEX,Sintex Industries Ltd,Delisted,T 
502761,BLUBLND-B,Blue Blends (India) Ltd,Suspended,Z 
502813,ZCUDDSPG,Cuddapah Spinning Mills Ltd,Delisted,Z 
502817,DAWNMILL,Dawn Mills Company Ltd,Delisted,T 
502820,DCM,DCM Ltd,Active,B 
502823,DRBYTEX-B,Derby Textiles Ltd,Delisted,Z 
502850,ZGAEKWAR,Gaekwar Mills Ltd ,Active,X 
502856,GNDHISP,Gandhidham Spinning & Manufacturing Company Ltd,Delisted,P 
502865,FORBESCO,Forbes & Company Ltd-$,Active,X 
502873,HPCOTTON,HP Cotton Textile Mills Ltd,Active,X 
502880,HINDSPG,Hindoostan Spinning Weaving Mills Ltd,Delisted,B 
502893,UNITEDINT,United Interactive Ltd,Active,X 
502901,JAMSHRI,Jamshri Realty Ltd-$,Active,X 
502920,KCTXL-B1,KC Textiles Ltd,Delisted,P 
502933,KATRSPG,Katare Spinning Mills Ltd,Active,X 
502937,KESORAMIND,Kesoram Industries Ltd,Active,T 
502943,KHATAU,Khatau Makanji Spinning & Weaving Company Ltd,Delisted,P 
502954,LDTXL,LD Textile Industries Ltd,Delisted,P 
502958,LAKSHMIMIL,Lakshmi Mills Company Ltd-$,Active,X 
502986,VTL,Vardhman Textiles Ltd,Active,A 
502991,MAHWRML,Maheshwari Mills Ltd,Delisted,Z 
502995,MALWACOTT,Malwa Cotton Spinning Mills Ltd,Delisted,XT
503001,MATUSTX,Matushree Textiles Ltd,Delisted,Z 
503015,MODERN,Modern India Ltd-$,Delisted,X 
503031,PENINLAND,Peninsula Land Ltd,Active,B 
503046,NAVSARI,Navsari Cotton & Silk Mills Ltd,Delisted,Z 
503092,PASUSPG,Pasupati Spinning & Weaving Mills Ltd,Active,X 
503100,PHOENIXLTD,The Phoenix Mills Ltd,Active,A 
503101,MARATHON,Marathon Nextgen Realty Ltd,Active,B 
503127,RAJABAH,Raja Bahadur International Ltd,Active,X 
503162,RELCHEMQ,Reliance Chemotex Industries Ltd-$,Active,B 
503169,RUBYMILLS,Ruby Mills Ltd,Active,B 
503205,SHREERAM,Shree Ram Urban infrastructure Ltd,Suspended,XT
503229,SIMPLXREA,Simplex Realty Ltd,Active,X 
503243,SAMSPIN,Samrat Spinners Ltd,Delisted,P 
503297,SUPERSYN,Super Syncotex India Ltd,Suspended,XT
503301,SVDSIMI,Svadeshi Mills Company Ltd,Delisted,Z 
503310,SWANCORP,Swan Corp Ltd,Active,A 
503349,VICTMILL,Victoria Mills Ltd,Active,X 
503622,ZSVTRADI,SV Trading & Agencies Ltd ,Active,XT
503624,ZSVARAJT,Svaraj Trading & Agencies Ltd ,Active,X 
503626,KSHITIJ,Kshitij Investments Ltd,Active,X 
503628,ZDOLPINV,Dolphin Investments Ltd,Delisted,P 
503630,SHELLIN,Shell Infotech Ltd,Delisted,ZP
503635,SALSAIN,Shree Salasar Investments Ltd,Active,XT
503637,DHANLEELA,Dhanleela Investments & Trading Company Ltd,Delisted,Z 
503639,INDSOYA,Indsoya Ltd,Active,XT
503641,ZODIACVEN,Zodiac Ventures Ltd,Active,X 
503655,AEONIA,Aeonian Investments Company Ltd,Delisted,X 
503657,VEERENRGY,Veer Energy & Infrastructure Ltd,Active,X 
503659,SW1,SW Investments Ltd,Active,XT
503660,SHETYLSDM,Shetty Leasing India Ltd,Delisted,Z 
503663,TILAK,Tilak Ventures Ltd,Active,X 
503665,NEWCCRD,New City Credit & Investment Ltd,Delisted,Z 
503666,ZMANOWIN,Manoway Investments Ltd,Delisted,Z 
503669,KKFIN,K K Fincorp Ltd,Delisted,XT
503671,UNIJOLL,Unijolly Investments Company Ltd,Active,XT
503673,CMMQ,CMM Broadcasting Network Ltd,Delisted,X 
503675,WAGEND,Wagend Infra Venture Ltd,Active,X 
503677,ZLIGHTHS,Light House Investment Ltd,Delisted,Z 
503679,GLMINEF,Goldmine Fintrade Ltd,Delisted,Z 
503681,ELCIDIN,EL CID Investments Ltd,Active,B 
503683,ZRAIINVE,Rai Investments Ltd,Delisted,Z 
503685,MEDIAONE,Mediaone Global Entertainment Ltd,Active,Z 
503689,HEALINV,Healthy Investments Ltd,Active,XT
503691,SAHARA,Sahara One Media & Entertainment Ltd-$,Suspended,Z 
503693,SOLITIN,Solitaire Investments Company Ltd,Delisted,P 
503695,COBALIN,Cobal Investments Company Ltd,Delisted,Z 
503696,SHRENTI,Shreenath Investment Company Ltd,Active,XT
503699,GEODESIC,Geodesic Ltd,Delisted,XT
503721,ZHARYCONDM,ZHARYCONDM,Delisted,Z 
503722,BANSWRAS,Banswara Syntex Ltd-$,Active,B 
503723,ZAMBISLK,Ambika Silk Mills Company Ltd ,Delisted,P 
503728,BOMSILKDM,Bombay Silk Mills Ltd,Delisted,Z 
503738,GSLINDL,GSL India Ltd,Delisted,P 
503744,GRWRENY,Garware Nylons Ltd,Delisted,Z 
503749,APR,APR Ltd,Delisted,B 
503772,MODWOOL,Modella Woollens Ltd,Active,X 
503776,MODIPON,Modipon Ltd,Active,X 
503780,NRC,NRC Ltd,Delisted,Z 
503788,SHRUSYN,Shruti Synthetics Ltd,Delisted,P 
503796,DIGJAM,Digjam Ltd,Delisted,B 
503800,SHREESYN,Shree Synthetics Ltd,Delisted,B 
503804,SHRIDINE,Shri Dinesh Mills Ltd-$,Active,X 
503806,SRF,SRF Ltd,Active,A 
503811,SIYSIL,Siyaram Silk Mills Ltd-$,Active,B 
503816,SWADPOL,Swadeshi Polytex Ltd,Active,X 
503823,BIRLATR,Birla Transasia Carpets Ltd,Delisted,Z 
503830,KAREEMS,Kareems Silk International Ltd ,Delisted,P 
503831,FOMEHOT,Fomento Resorts & Hotels Ltd,Delisted,X 
503837,SHRAJSYNQ,Shree Rajasthan Syntex Ltd-$,Active,XT
503839,HAMSTAL,HAMCO Steels & Alloys Ltd,Delisted,Z 
503847,JAINSPN,Jain Spinners Ltd,Delisted,Z 
503857,SUPERSP,Siddhartha Super Spinning Mills Ltd,Delisted,Z 
503861,JAIPURPO,Jaipur Polyspin Ltd,Delisted,T 
503863,SHRMFGC,Shree Manufacturing Company Ltd,Active,XT
503873,PRIYADSP,Priyadarshini Spinning Mills Ltd,Delisted,Z 
503876,TRPATFB,Tirupati Fibres & Industries Ltd,Delisted,P 
503878,ORNTSYN,Orient Syntex Ltd,Delisted,P 
503881,HINDSYNTEX,Hind Syntex Ltd,Delisted,Z 
503893,ZSATYASL,Satyam Silk Mills Ltd,Active,XT
503897,ARIHANTIND,Arihant Industries Ltd,Delisted,Z 
503899,OXEM BAP,Oxemberg Apparels Ltd,Delisted,P 
503940,ASIANELEC,Asian Electronics Ltd,Delisted,Z 
503956,BAROELE,Baroda Electric Meters Ltd,Delisted,P 
503960,BBL,Bharat Bijlee Ltd-$,Active,A 
503968,CTRMFG,CTR Manufacturing Industries Ltd,Delisted,Z 
503976,DEVINDL,Devidayal Industries Ltd,Delisted,Z 
503978,ZDIGIELE,Digital Electronics Ltd,Delisted,ZP
503982,EDDYCUR,Eddy Current Controls India Ltd,Delisted,P 
504000,ELPROINTL,Elpro International Ltd,Active,B 
504008,EMCO,Emco Ltd-$,Delisted,Z 
504028,GEE,GEE Ltd,Active,X 
504033,GLOBACT,Globe Active Technologies Ltd,Delisted,Z 
504036,HIRECT,Hind Rectifiers Ltd,Active,B 
504058,NIPPOBATRY,Indo National Ltd,Active,B 
504060,INDSCBL,Industrial Cables India Ltd,Delisted,Z 
504067,ZENSARTECH,Zensar Technologies Ltd,Active,A 
504072,JEMINDU,JEM Industries Ltd,Delisted,Y 
504076,JYOTI,Jyoti Ltd-$,Active,X 
504080,JSLINDL,JSL Industries Ltd,Active,X 
504084,KAYCEEI,Kaycee Industries Ltd,Active,X 
504087,KHNDHER,Khandelwal Herman Electronics Ltd,Delisted,P 
504092,INDOKEM,Indokem Ltd,Active,XT
504093,PANAENERG,Panasonic Energy India Company Ltd-$,Active,X 
504107,MLTRNSM,Meltron Semiconductors Ltd,Delisted,Z 
504112,NELCO,Nelco Ltd,Active,B 
504130,OTISEDM,OTIS Elevator Company (India) Ltd,Delisted,B 
504132,PERMAGN,Permanent Magnets Ltd-$,Active,X 
504176,HIGHENE,High Energy Batteries India Ltd,Active,X 
504180,STDBAT,Standard Batteries Ltd,Active,X 
504184,SYLVAEL,Sylvania & Laxman Ltd,Delisted,Z 
504202,TRANELE,Transformers & Electricals kerala Ltd,Delisted,Z 
504212,UNIVCABLES,Universal Cables Ltd,Active,B 
504220,WSI,W. S. Industries (India) Ltd-$,Active,B 
504227,WILLARD,Willard India Ltd,Suspended,XT
504240,DLTNCBL,Delton Cables Ltd,Active,X 
504243,GENELEC,Genelec Ltd,Delisted,P 
504246,ELCTRA,Electra (India) Ltd,Delisted,Z 
504250,FCIOEN,FCI OEN Connectors Ltd,Delisted,B 
504252,SAHAKEI,Saha Keil Ltd,Delisted,Z 
504256,DELTRON,Deltron Ltd,Suspended,P 
504258,LAKSELEC,Lakshmi Electrical Control Systems Ltd,Active,X 
504269,KHAITANELE,Khaitan Electricals Ltd,Delisted,Z 
504273,MODULEX,Modulex Construction Technologies Ltd,Active,Z 
504274,WESTELE,Weston Electroniks Ltd,Delisted,Z 
504278,PUALIDM,Punjab Anand Lamp Industries Ltd,Delisted,B 
504286,DELTAMAGNT,Delta Manufacturing Ltd,Active,B 
504288,POLARIND,Polar Industries Ltd,Delisted,T 
504290,TATAINFOTE,Tata Infotech Ltd,Delisted,B 
504295,KARWELD,Karnataka Welding Products Ltd,Delisted,Z 
504335,PAZEL,Pazel International Ltd,Delisted,Z 
504336,INTRA,Ind Tra Deco Ltd,Delisted,XT
504338,ZBALSHYG,Balsara Hygiene Products Ltd,Delisted,Z 
504340,LONGSPUR,Longspur International Ventures Ltd,Active,X 
504341,RELTD,Ravindra Energy Ltd,Active,B 
504343,KANUMUN,Kanumanek Trading Company Ltd,Delisted,Z 
504345,SAMLEPU,Sam Leaseco Ltd,Delisted,XT
504346,RRP,RRP Semiconductor Ltd,Active,X 
504351,EMPOWER,Empower India Ltd,Active,XT
504353,ZTITANTR,Titan Trading & Agencies Ltd,Delisted,T 
504356,ZMULTIPU,Multipurpose Trading & Agencies Ltd,Active,XT
504358,TURBO,Turbotech Engineering Ltd,Delisted,XT
504360,REMISIN,Remi Sales & Engineering Ltd,Delisted,XT
504362,ZSIYARPO,Siyaram Poddar Finance & Trading Ltd,Delisted,P 
504365,RIDHISYN,Ridhi Synthetics Ltd,Active,XT
504367,CHAMPFIN,Champion Finsec Ltd,Delisted,Z 
504369,GRANDMA,Grandma Trading & Agencies Ltd ,Active,X 
504370,ZARDIINV,Ardi Investments & Trading Company Ltd,Active,XT
504373,ZOPALTRD,Opal Trading Ltd,Delisted,Z 
504375,SOFTBPO,Softbpo Global Services Ltd,Active,P 
504377,ATETRMGDM,ATE Trading & Manufacturing Company Ltd ,Delisted,Z 
504378,NYSSACORP,Nyssa Corporation Ltd,Active,XT
504380,FLOMIC,Flomic Global Logistics Ltd,Active,X 
504382,SMPLXTR,Simplex Trading & Agencies Ltd,Delisted,XT
504387,ELFTRDG,ELF Trading & Chemicals Manufacturing Ltd,Delisted,P 
504389,ZBALGHOL,Balgopal Holding & Traders Ltd,Delisted,P 
504390,AVTIL,AVTIL Enterprise Ltd,Delisted,XT
504392,KRISHNA,Krishna Ventures Ltd,Active,XT
504395,UPTOWTR,Up Town Trading & Investments Ltd,Delisted,Z 
504397,GANHOLD,Ganesh Holdings Ltd,Active,XT
504398,SJCORP,SJ Corporation Ltd,Suspended,XT
504580,MALCO,Madras Aluminium Company Ltd,Delisted,B 
504601,HARSTEEL,Haryana Steel & Alloys Ltd,Delisted,XD
504605,UNIABEXAL,Uni Abex Alloy Products Ltd,Active,X 
504614,SARDAEN,Sarda Energy & Minerals Ltd-$,Active,A 
504615,SOMANI,Somani Iron & Steels Ltd,Delisted,Z 
504621,BIHRFOC,Bihar Foundry & Castings Ltd,Delisted,P 
504629,ANILSPL,Anil Special Steel Industries Ltd-$,Delisted,Z 
504643,BWLLTD,BWL Ltd,Suspended,ZY
504646,BGWTATO,Bhagwati Autocast Ltd,Active,X 
504648,BOMBWIR,Bombay Wire Ropes Ltd,Active,X 
504668,CANRSTL,Canara Steel Ltd,Delisted,Z 
504671,CHASBRT,Chase Bright Steel Ltd,Active,Y 
504673,UNIVPRIM,Universal Prime Aluminium Ltd,Delisted,XT
504697,GALADA,Galada Power & Telecommunication Ltd,Active,XT
504701,GONTER,Gontermann Peipers India Ltd,Suspended,Z 
504704,GKW,GKW Ltd,Delisted,B 
504707,GRHMFRT-B,Graham Firth Steel Products India Ltd,Delisted,P 
504710,GUJSTUB,Gujarat Steel Tubes Ltd,Delisted,Z 
504713,HINDWRS,Hindustan Wires Ltd,Delisted,XT
504716,HWIREMT,Hind Wire Industries Ltd,Delisted,Z 
504717,STRIPMT,Steel Strips Ltd,Delisted,XT
504731,AZADIND,Azad India Mobility Ltd,Active,X 
504736,INFORDR,India Forge & Drop Stampings Ltd,Delisted,Z 
504741,INDIANHUME,Indian Hume Pipe Company Ltd,Active,B 
504743,ZDERCOIL,Derco Cooling Coils Ltd,Delisted,Z 
504746,INLCM,Indian Link Chain Manufacturers Ltd,Active,XT
504751,INDMETA-B,Indian Metals & Ferro Alloys Ltd,Delisted,Z 
504754,INSMT,INSMT,Delisted,Z 
504784,INDWIRE-B,Indore Wire Company Ltd,Delisted,P 
504786,INVPRECQ,Investment & Precision Castings Ltd,Active,X 
504807,SUMMITSEC,Summit Securities Ltd,Delisted,B 
504810,INFORTEC,Informed Technologies India Ltd,Active,X 
504823,MAHINDUGIN,Mahindra Ugine Steel Company Ltd,Delisted,B 
504824,MAHELEK,Maharashtra Elektrosmelt Ltd,Delisted,T 
504840,KAIRA,Kaira Can Company Ltd,Active,X 
504844,MHECKMT,Mohatta & Heckel Ltd,Delisted,P 
504855,ZMUSSSTL,Muzaffarnagar Steels Ltd,Delisted,Z 
504860,PRATRAJ,PRS Steels Ltd,Delisted,P 
504864,ORISSASP,Orissa Sponge Iron & Steel Ltd-$,Suspended,Z 
504879,ORIENTCER,Orient Ceratech Ltd-$,Active,B 
504882,NATIONSTD,National Standard (India) Ltd,Active,B 
504888,NAHARINT,Nahar International Ltd,Delisted,T 
504895,RATHIAL,Rathi Alloys & Steel Ltd,Delisted,Z 
504896,RATHISPA,Rathi Ispat Ltd-$,Delisted,XD
504903,RATHIST,Rathi Steel & Power Ltd-$,Active,X 
504908,DUNCANENG,Duncan Engineering Ltd-$,Active,X 
504918,SANDUMA,Sandur Manganese & Iron Ores Ltd,Active,B 
504920,JHAGCOP,Jhagadia Copper Ltd,Delisted,XT
504925,ZSMAHISP,Shree Mahavir Ispat Ltd,Delisted,Z 
504953,STELCOM,Steel Complex Ltd,Delisted,Z 
504959,STOVACQ,Stovec Industries Ltd,Active,X 
504960,STEWARTQ,Stewarts & Lloyds of India Ltd-$,Suspended,XT
504961,TATAYODOGA,Tayo Rolls Ltd-$,Suspended,X 
504966,TINPLATE,Tinplate Company of India Ltd,Delisted,B 
504973,CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,Active,A 
504988,ZWELCAST,Welcast Steels Ltd,Active,X 
504991,VIDIRMT,Vidarbha Iron & Steel Corporation Ltd,Delisted,ZP
504997,BHRKSTSER,Bhoruka Steel & Services Ltd,Delisted,Z 
504998,WMINIMT,Western Ministil Ltd,Active,P 
505010,AUTOAXLES,Automotive Axles Ltd,Active,B 
505029,ATLASCYCLE,Atlas Cycles (Haryana) Ltd,Active,B 
505032,AUTOPRD,Automobile Products of India Ltd,Active,XT
505036,ACGL,Automobile Corporation of Goa Ltd-$,Active,B 
505052,CLUTCHAUTO,Clutch Auto Ltd-$,Delisted,Z 
505075,SETCO,Setco Automotive Ltd,Active,B 
505100,INRADIA,India Radiators Ltd,Active,XT
505141,SCOOTER,Scooters India Ltd,Delisted,B 
505155,SANENG,SAN Engineering & Locomotive Company Ltd,Delisted,T 
505160,TALBROAUTO,Talbros Automotive Components Ltd,Active,B 
505163,ZFSTEERING,ZF Steering Gear India Ltd-$,Active,B 
505185,BOSCHCHAS,Bosch Chassis Systems India Ltd,Delisted,B 
505190,KINETIC,Kinetic Motor Company Ltd,Delisted,B 
505192,SMLMAH,SML Mahindra Ltd,Active,B 
